data,T2M,T2M_MAX,T2M_MIN,PRECTOTCORR,RH2M,WS2M,ano,mes,dia_semana,trimestre,amplitude,dia_chuvoso,T2M_mm30
2019-09-08,19.35,23.79,14.91,0.0,73.7,3.58,2019,9,6,3,8.879999999999999,0,19.458666666666666
2019-09-09,18.64,23.59,13.69,0.0,79.7,7.78,2019,9,0,3,9.9,0,19.341
2019-09-10,20.71,24.86,16.57,0.0,78.2,3.11,2019,9,1,3,8.29,0,19.59433333333333
2019-09-11,17.92,21.52,14.32,0.0,68.1,3.1,2019,9,2,3,7.199999999999999,0,19.718666666666667
2019-09-12,19.3,23.42,15.19,0.0,77.2,4.05,2019,9,3,3,8.230000000000002,0,19.863666666666667
2019-09-13,19.5,23.89,15.11,0.0,77.1,4.58,2019,9,4,3,8.780000000000001,0,19.812666666666665
2019-09-14,21.12,25.26,16.98,0.0,77.3,3.56,2019,9,5,3,8.280000000000001,0,19.901333333333334
2019-09-15,20.52,25.06,15.97,0.0,73.4,6.75,2019,9,6,3,9.089999999999998,0,20.00333333333333
2019-09-16,19.84,23.69,15.98,0.0,68.4,3.65,2019,9,0,3,7.710000000000001,0,20.142333333333337
2019-09-17,21.16,25.25,17.07,0.0,77.5,3.24,2019,9,1,3,8.18,0,20.220000000000002
2019-09-18,17.6,20.71,14.48,0.0,81.2,2.77,2019,9,2,3,6.23,0,20.140333333333334
2019-09-19,22.81,26.85,18.77,0.0,77.6,6.61,2019,9,3,3,8.080000000000002,0,20.231666666666666
2019-09-20,18.7,21.22,16.19,0.0,70.2,1.91,2019,9,4,3,5.029999999999998,0,20.288666666666664
2019-09-21,21.1,26.09,16.11,0.0,74.5,8.56,2019,9,5,3,9.98,0,20.32833333333333
2019-09-22,19.08,23.06,15.1,0.0,82.7,2.31,2019,9,6,3,7.959999999999999,0,20.335
2019-09-23,17.05,21.54,12.57,0.0,81.1,2.58,2019,9,0,3,8.969999999999999,0,20.203333333333333
2019-09-24,24.4,27.07,21.74,0.0,83.4,9.22,2019,9,1,3,5.330000000000002,0,20.305999999999997
2019-09-25,21.64,24.82,18.47,0.0,78.4,2.23,2019,9,2,3,6.350000000000001,0,20.449
2019-09-26,19.79,23.13,16.46,0.0,79.8,5.07,2019,9,3,3,6.669999999999998,0,20.473333333333333
2019-09-27,17.74,21.07,14.42,0.0,75.2,3.34,2019,9,4,3,6.65,0,20.66166666666667
2019-09-28,19.58,23.92,15.24,0.0,76.8,4.79,2019,9,5,3,8.680000000000001,0,20.685333333333336
2019-09-29,22.0,24.79,19.2,0.0,78.3,2.85,2019,9,6,3,5.59,0,20.806333333333335
2019-09-30,21.76,25.73,17.79,0.0,70.4,1.85,2019,9,0,3,7.940000000000001,0,20.808
2019-10-01,21.75,25.0,18.51,0.0,70.9,2.7,2019,10,1,4,6.489999999999998,0,20.792666666666666
2019-10-02,18.63,23.23,14.02,0.0,77.2,7.28,2019,10,2,4,9.21,0,20.830333333333336
2019-10-03,21.45,25.04,17.86,0.0,85.1,2.51,2019,10,3,4,7.18,0,20.836999999999996
2019-10-04,22.34,25.18,19.51,0.0,79.4,3.74,2019,10,4,4,5.669999999999998,0,20.88066666666667
2019-10-05,21.32,24.47,18.17,0.0,77.2,3.09,2019,10,5,4,6.299999999999997,0,20.841
2019-10-06,22.16,26.56,17.76,0.0,75.9,3.47,2019,10,6,4,8.799999999999997,0,20.996000000000002
2019-10-07,17.14,20.5,13.77,0.0,81.5,3.63,2019,10,0,4,6.73,0,20.952
2019-10-08,22.43,25.06,19.8,0.0,81.5,2.11,2019,10,1,4,5.259999999999998,0,21.11733333333333
2019-10-09,22.93,25.92,19.93,0.0,73.0,4.52,2019,10,2,4,5.990000000000002,0,21.25433333333333
2019-10-10,21.44,24.81,18.06,10.18,75.8,3.91,2019,10,3,4,6.75,1,21.169333333333334
2019-10-11,23.57,26.35,20.78,0.0,76.8,3.81,2019,10,4,4,5.57,0,21.243666666666666
2019-10-12,20.01,23.66,16.36,0.0,78.3,4.44,2019,10,5,4,7.300000000000001,0,21.378333333333334
2019-10-13,23.13,26.66,19.6,0.0,75.2,3.65,2019,10,6,4,7.059999999999999,0,21.536333333333335
2019-10-14,21.17,23.8,18.54,0.0,83.5,2.45,2019,10,0,4,5.260000000000002,0,21.691666666666666
2019-10-15,20.06,23.39,16.74,0.0,72.2,3.69,2019,10,1,4,6.650000000000002,0,21.604333333333336
2019-10-16,20.97,25.94,16.01,0.0,71.7,5.63,2019,10,2,4,9.93,0,21.648
2019-10-17,21.36,25.1,17.62,29.46,80.0,3.73,2019,10,3,4,7.48,1,21.598999999999997
2019-10-18,18.91,23.39,14.43,0.0,82.8,4.69,2019,10,4,4,8.96,0,21.759333333333334
2019-10-19,21.62,24.52,18.73,0.0,81.4,2.45,2019,10,5,4,5.789999999999999,0,21.742666666666665
2019-10-20,23.35,28.12,18.59,0.0,75.8,2.63,2019,10,6,4,9.530000000000001,0,21.722666666666665
2019-10-21,19.78,23.38,16.18,0.0,79.7,3.55,2019,10,0,4,7.199999999999999,0,21.74266666666667
2019-10-22,24.04,27.59,20.5,0.0,82.6,7.43,2019,10,1,4,7.09,0,21.782666666666668
2019-10-23,21.16,24.07,18.26,28.52,85.2,3.96,2019,10,2,4,5.809999999999999,1,21.949666666666666
2019-10-24,21.85,24.82,18.88,0.0,76.6,3.84,2019,10,3,4,5.940000000000001,0,22.015666666666668
2019-10-25,23.87,27.16,20.59,0.0,77.3,6.98,2019,10,4,4,6.57,0,21.997999999999998
2019-10-26,23.83,27.17,20.5,0.0,77.9,5.51,2019,10,5,4,6.670000000000002,0,21.984333333333336
2019-10-27,22.48,25.58,19.38,8.23,69.9,6.68,2019,10,6,4,6.199999999999999,1,21.985333333333333
2019-10-28,24.24,28.84,19.63,0.0,78.2,3.77,2019,10,0,4,9.21,0,22.105666666666664
2019-10-29,19.38,23.59,15.16,32.22,76.4,4.66,2019,10,1,4,8.43,1,22.170333333333335
2019-10-30,23.07,27.3,18.83,0.0,72.6,2.02,2019,10,2,4,8.470000000000002,0,22.35166666666667
2019-10-31,20.28,23.54,17.02,0.0,80.9,5.03,2019,10,3,4,6.52,0,22.541333333333334
2019-11-01,23.44,27.61,19.26,0.0,78.0,3.25,2019,11,4,4,8.349999999999998,0,22.57333333333333
2019-11-02,20.95,25.61,16.28,0.0,80.0,3.38,2019,11,5,4,9.329999999999998,0,22.613000000000003
2019-11-03,21.74,26.09,17.39,0.0,78.6,5.14,2019,11,6,4,8.7,0,22.720666666666666
2019-11-04,21.92,26.69,17.14,0.0,82.6,2.61,2019,11,0,4,9.55,0,22.769333333333332
2019-11-05,23.36,26.1,20.62,0.0,86.4,3.46,2019,11,1,4,5.48,0,22.749000000000002
2019-11-06,22.15,26.15,18.16,0.0,83.2,2.17,2019,11,2,4,7.989999999999998,0,22.738
2019-11-07,24.41,29.14,19.68,0.0,85.8,3.3,2019,11,3,4,9.46,0,22.747
2019-11-08,22.4,24.98,19.81,0.0,76.1,3.57,2019,11,4,4,5.170000000000002,0,22.782333333333334
2019-11-09,21.03,23.77,18.3,0.0,80.0,5.9,2019,11,5,4,5.469999999999999,0,22.75133333333333
2019-11-10,23.6,27.53,19.67,0.0,71.8,2.39,2019,11,6,4,7.859999999999999,0,22.797
2019-11-11,23.62,28.35,18.89,0.0,84.5,8.1,2019,11,0,4,9.46,0,22.722666666666665
2019-11-12,25.07,29.32,20.81,0.0,75.1,3.56,2019,11,1,4,8.510000000000002,0,22.697
2019-11-13,26.61,31.48,21.73,0.0,78.3,3.59,2019,11,2,4,9.75,0,22.593666666666667
2019-11-14,25.75,28.43,23.07,0.0,77.2,1.2,2019,11,3,4,5.359999999999999,0,22.764333333333333
2019-11-15,21.93,26.86,17.0,0.0,76.2,1.65,2019,11,4,4,9.86,0,22.767666666666667
2019-11-16,22.55,25.75,19.35,0.0,78.2,3.51,2019,11,5,4,6.399999999999999,0,22.910333333333334
2019-11-17,22.14,26.65,17.64,0.0,76.0,3.73,2019,11,6,4,9.009999999999998,0,23.00433333333333
2019-11-18,23.08,25.87,20.3,0.0,76.0,6.22,2019,11,0,4,5.57,0,23.028666666666666
2019-11-19,22.74,26.99,18.48,0.0,77.4,2.44,2019,11,1,4,8.509999999999998,0,23.126
2019-11-20,19.45,24.22,14.69,0.0,72.7,1.52,2019,11,2,4,9.53,0,23.186666666666667
2019-11-21,24.31,29.2,19.42,0.0,79.6,2.49,2019,11,3,4,9.779999999999998,0,23.246333333333332
2019-11-22,22.22,25.86,18.58,0.0,75.4,3.11,2019,11,4,4,7.280000000000001,0,23.331666666666663
2019-11-23,20.92,23.6,18.25,24.51,78.3,1.93,2019,11,5,4,5.350000000000001,1,23.353
2019-11-24,25.24,27.77,22.71,0.0,79.8,5.28,2019,11,6,4,5.059999999999999,0,23.365666666666666
2019-11-25,21.6,26.35,16.84,22.07,72.2,2.45,2019,11,0,4,9.510000000000002,1,23.397
2019-11-26,21.71,24.52,18.9,0.0,79.4,6.84,2019,11,1,4,5.620000000000001,0,23.473000000000003
2019-11-27,21.14,25.75,16.53,0.0,86.4,2.32,2019,11,2,4,9.219999999999999,0,23.497666666666667
2019-11-28,24.5,28.12,20.88,0.0,76.3,4.1,2019,11,3,4,7.240000000000002,0,23.435333333333332
2019-11-29,23.17,26.75,19.59,0.0,71.7,6.52,2019,11,4,4,7.16,0,23.412666666666667
2019-11-30,24.56,27.99,21.12,36.33,75.1,2.76,2019,11,5,4,6.869999999999997,1,23.311666666666664
2019-12-01,26.26,29.61,22.91,58.74,85.4,1.84,2019,12,6,4,6.699999999999999,1,23.374000000000002
2019-12-02,21.68,26.65,16.71,0.0,78.6,2.24,2019,12,0,4,9.939999999999998,0,23.42433333333333
2019-12-03,24.66,27.23,22.09,0.0,80.6,4.38,2019,12,1,4,5.140000000000001,0,23.518666666666665
2019-12-04,23.74,26.64,20.84,17.26,73.8,2.87,2019,12,2,4,5.800000000000001,1,23.52266666666667
2019-12-05,25.15,29.16,21.15,0.0,79.7,3.3,2019,12,3,4,8.010000000000002,0,23.523666666666667
2019-12-06,24.71,28.06,21.35,0.0,81.7,1.84,2019,12,4,4,6.709999999999997,0,23.702666666666666
2019-12-07,25.05,28.65,21.45,0.0,83.0,2.26,2019,12,5,4,7.199999999999999,0,23.737000000000002
2019-12-08,22.78,26.14,19.43,0.0,81.2,4.58,2019,12,6,4,6.710000000000001,0,23.857333333333333
2019-12-09,21.97,25.58,18.36,0.0,82.0,2.99,2019,12,0,4,7.219999999999999,0,23.938333333333336
2019-12-10,25.88,29.93,21.83,79.64,80.9,2.55,2019,12,1,4,8.100000000000001,1,23.84466666666667
2019-12-11,24.36,28.19,20.52,0.0,82.9,4.15,2019,12,2,4,7.670000000000002,0,23.865000000000002
2019-12-12,23.2,27.68,18.71,0.0,80.5,1.85,2019,12,3,4,8.969999999999999,0,23.976
2019-12-13,25.93,29.9,21.96,0.0,80.8,2.12,2019,12,4,4,7.939999999999998,0,23.98933333333333
2019-12-14,22.72,26.19,19.26,0.0,91.9,3.01,2019,12,5,4,6.93,0,23.982000000000003
2019-12-15,23.8,28.37,19.23,0.0,82.1,4.74,2019,12,6,4,9.14,0,24.03666666666667
2019-12-16,24.06,26.83,21.29,0.0,85.7,3.12,2019,12,0,4,5.539999999999999,0,23.99
2019-12-17,24.97,29.03,20.9,0.0,69.2,3.46,2019,12,1,4,8.130000000000003,0,23.891666666666666
2019-12-18,23.2,27.51,18.89,0.0,79.4,2.31,2019,12,2,4,8.620000000000001,0,23.904999999999998
2019-12-19,22.77,25.8,19.75,0.0,84.4,5.84,2019,12,3,4,6.050000000000001,0,23.91133333333333
2019-12-20,24.82,27.36,22.29,0.0,83.1,5.16,2019,12,4,4,5.07,0,24.022
2019-12-21,25.34,29.49,21.19,0.0,84.0,4.24,2019,12,5,4,8.299999999999997,0,24.005666666666666
2019-12-22,25.83,29.55,22.11,4.47,74.5,2.26,2019,12,6,4,7.440000000000001,1,23.99866666666667
2019-12-23,23.35,28.21,18.48,23.88,83.4,3.5,2019,12,0,4,9.73,1,23.906999999999996
2019-12-24,22.43,26.7,18.16,20.54,78.2,2.29,2019,12,1,4,8.54,1,24.001666666666665
2019-12-25,22.21,27.03,17.39,0.0,79.9,4.94,2019,12,2,4,9.64,0,24.021666666666665
2019-12-26,25.04,29.99,20.1,0.0,76.0,7.17,2019,12,3,4,9.889999999999997,0,24.074333333333335
2019-12-27,21.54,26.27,16.82,0.0,89.7,1.74,2019,12,4,4,9.45,0,24.08133333333333
2019-12-28,24.28,27.38,21.17,0.0,79.0,4.54,2019,12,5,4,6.209999999999997,0,24.065
2019-12-29,24.81,28.61,21.01,12.37,84.6,2.38,2019,12,6,4,7.599999999999998,1,24.018666666666665
2019-12-30,23.16,25.8,20.53,0.0,78.5,3.53,2019,12,0,4,5.27,0,24.120999999999995
2019-12-31,23.31,27.91,18.71,26.25,77.6,6.37,2019,12,1,4,9.2,1,24.237333333333332
2020-01-01,22.08,26.68,17.47,0.0,78.7,4.04,2020,1,2,1,9.21,0,24.266666666666666
2020-01-02,24.85,29.62,20.07,0.0,81.7,9.64,2020,1,3,1,9.55,0,24.244666666666667
2020-01-03,27.06,29.57,24.55,51.16,82.8,3.63,2020,1,4,1,5.02,1,24.302
2020-01-04,24.66,27.9,21.41,31.21,80.2,3.78,2020,1,5,1,6.489999999999998,1,24.436666666666667
2020-01-05,24.5,28.08,20.92,0.0,84.4,2.58,2020,1,6,1,7.159999999999997,0,24.377333333333336
2020-01-06,22.3,24.93,19.67,0.0,86.9,2.93,2020,1,0,1,5.259999999999998,0,24.34466666666667
2020-01-07,25.62,29.3,21.94,0.0,77.4,5.04,2020,1,1,1,7.359999999999999,0,24.31133333333333
2020-01-08,22.57,25.81,19.33,63.13,85.2,1.83,2020,1,2,1,6.48,1,24.441666666666666
2020-01-09,27.46,30.45,24.46,0.0,78.5,1.64,2020,1,3,1,5.989999999999998,0,24.41466666666667
2020-01-10,24.57,27.74,21.4,0.0,78.0,3.08,2020,1,4,1,6.34,0,24.45133333333333
2020-01-11,22.71,26.22,19.2,0.0,81.7,3.53,2020,1,5,1,7.02,0,24.395
2020-01-12,24.54,28.73,20.35,0.0,84.2,5.16,2020,1,6,1,8.379999999999999,0,24.416
2020-01-13,25.79,30.73,20.85,22.24,82.8,3.7,2020,1,0,1,9.879999999999999,1,24.348333333333333
2020-01-14,27.29,30.72,23.86,53.18,76.6,3.85,2020,1,1,1,6.859999999999999,1,24.354
2020-01-15,24.94,28.58,21.29,0.0,80.4,3.17,2020,1,2,1,7.289999999999999,0,24.443333333333335
2020-01-16,24.31,28.68,19.95,0.0,75.4,3.54,2020,1,3,1,8.73,0,24.371
2020-01-17,24.92,27.6,22.23,0.0,79.4,2.51,2020,1,4,1,5.370000000000001,0,24.45266666666667
2020-01-18,26.81,30.75,22.86,40.26,76.8,7.97,2020,1,5,1,7.890000000000001,1,24.457333333333334
2020-01-19,23.04,27.83,18.25,0.0,77.0,5.94,2020,1,6,1,9.579999999999998,0,24.388333333333332
2020-01-20,24.36,27.02,21.71,9.99,81.4,1.5,2020,1,0,1,5.309999999999999,1,24.305999999999997
2020-01-21,24.83,29.03,20.63,48.5,79.5,1.2,2020,1,1,1,8.400000000000002,1,24.159666666666666
2020-01-22,27.26,30.17,24.35,0.0,83.8,4.29,2020,1,2,1,5.82,0,24.17866666666667
2020-01-23,21.62,25.22,18.03,0.0,83.8,3.89,2020,1,3,1,7.189999999999998,0,24.146333333333338
2020-01-24,23.31,26.28,20.33,0.0,82.1,4.78,2020,1,4,1,5.950000000000003,0,24.155666666666665
2020-01-25,23.35,27.04,19.65,0.0,84.0,5.17,2020,1,5,1,7.390000000000001,0,23.96333333333333
2020-01-26,22.17,25.08,19.27,0.0,82.0,7.91,2020,1,6,1,5.809999999999999,0,23.99866666666667
2020-01-27,22.25,25.55,18.95,0.0,84.4,2.7,2020,1,0,1,6.600000000000001,0,24.07333333333333
2020-01-28,24.98,27.55,22.41,0.0,78.8,4.22,2020,1,1,1,5.140000000000001,0,24.121
2020-01-29,25.84,30.82,20.86,23.29,76.6,1.5,2020,1,2,1,9.96,1,24.102999999999998
2020-01-30,21.14,25.61,16.67,53.81,87.5,1.78,2020,1,3,1,8.939999999999998,1,24.033666666666665
2020-01-31,24.53,27.58,21.47,11.51,82.9,3.15,2020,1,4,1,6.109999999999999,1,23.992
2020-02-01,24.99,28.58,21.4,0.0,84.3,8.12,2020,2,5,1,7.18,0,24.008
2020-02-02,24.99,28.37,21.61,0.0,87.6,2.79,2020,2,6,1,6.760000000000002,0,23.913
2020-02-03,22.19,26.17,18.21,23.67,80.5,4.46,2020,2,0,1,7.960000000000001,1,23.848999999999997
2020-02-04,20.11,24.64,15.59,0.0,82.8,6.74,2020,2,1,1,9.05,0,23.778333333333332
2020-02-05,22.87,27.01,18.74,25.97,86.2,2.65,2020,2,2,1,8.270000000000003,1,23.741333333333333
2020-02-06,24.65,29.07,20.24,39.07,71.8,1.93,2020,2,3,1,8.830000000000002,1,23.813000000000002
2020-02-07,22.85,25.35,20.34,0.0,86.9,5.45,2020,2,4,1,5.010000000000002,0,23.66933333333333
2020-02-08,21.69,25.01,18.38,0.0,79.3,2.7,2020,2,5,1,6.630000000000003,0,23.86733333333333
2020-02-09,25.63,30.39,20.88,0.0,87.8,1.43,2020,2,6,1,9.510000000000002,0,23.907666666666668
2020-02-10,24.95,29.23,20.68,11.84,84.3,3.71,2020,2,0,1,8.55,1,24.043
2020-02-11,25.97,29.21,22.73,0.0,76.0,2.83,2020,2,1,1,6.48,0,24.151333333333337
2020-02-12,25.25,29.02,21.48,0.0,86.3,5.97,2020,2,2,1,7.539999999999999,0,24.181
2020-02-13,25.21,29.54,20.89,0.0,84.0,5.5,2020,2,3,1,8.649999999999999,0,24.17
2020-02-14,23.69,27.05,20.33,0.0,86.2,5.79,2020,2,4,1,6.720000000000002,0,24.139333333333333
2020-02-15,24.79,28.24,21.34,38.52,79.2,7.47,2020,2,5,1,6.899999999999999,1,24.341666666666665
2020-02-16,22.07,26.33,17.81,0.0,80.6,4.6,2020,2,6,1,8.52,0,24.259
2020-02-17,24.89,28.65,21.13,0.0,81.0,4.06,2020,2,0,1,7.52,0,24.279
2020-02-18,20.92,23.75,18.09,0.0,86.4,2.68,2020,2,1,1,5.66,0,24.216
2020-02-19,23.25,27.93,18.57,0.0,79.4,5.31,2020,2,2,1,9.36,0,24.258333333333336
2020-02-20,26.98,31.75,22.22,29.06,82.3,2.45,2020,2,3,1,9.530000000000001,1,24.461000000000002
2020-02-21,22.95,27.0,18.89,0.0,76.6,2.47,2020,2,4,1,8.11,0,24.441666666666666
2020-02-22,27.56,32.02,23.1,0.0,89.3,2.43,2020,2,5,1,8.920000000000002,0,24.367
2020-02-23,24.52,29.38,19.66,0.0,79.8,6.35,2020,2,6,1,9.719999999999999,0,24.4
2020-02-24,27.41,30.95,23.86,0.0,80.8,2.61,2020,2,0,1,7.09,0,24.520333333333333
2020-02-25,25.42,28.09,22.75,0.0,81.8,3.08,2020,2,1,1,5.34,0,24.409
2020-02-26,23.14,27.4,18.87,0.0,77.6,1.47,2020,2,2,1,8.529999999999998,0,24.45466666666667
2020-02-27,24.65,27.82,21.48,0.0,76.2,3.92,2020,2,3,1,6.34,0,24.346
2020-02-28,24.92,27.62,22.23,22.38,82.7,8.34,2020,2,4,1,5.390000000000001,1,24.264666666666667
2020-02-29,27.21,30.38,24.04,53.36,86.1,1.9,2020,2,5,1,6.34,1,24.197666666666667
2020-03-01,22.05,26.71,17.38,0.0,81.1,4.08,2020,3,6,1,9.330000000000002,0,24.178
2020-03-02,25.59,29.11,22.06,40.71,80.7,6.37,2020,3,0,1,7.050000000000001,1,24.216333333333335
2020-03-03,23.1,27.28,18.92,0.0,78.5,3.24,2020,3,1,1,8.36,0,24.263
2020-03-04,23.46,26.61,20.32,0.0,85.3,8.65,2020,3,2,1,6.289999999999999,0,24.172333333333334
2020-03-05,26.19,29.29,23.08,0.0,83.4,4.77,2020,3,3,1,6.210000000000001,0,24.290333333333333
2020-03-06,22.29,25.47,19.11,0.0,79.2,3.37,2020,3,4,1,6.359999999999999,0,24.249666666666666
2020-03-07,22.41,26.43,18.39,0.0,83.6,4.48,2020,3,5,1,8.04,0,24.097666666666665
2020-03-08,23.84,26.84,20.84,0.0,85.0,5.59,2020,3,6,1,6.0,0,24.148666666666667
2020-03-09,25.3,27.97,22.63,0.0,82.6,5.3,2020,3,0,1,5.34,0,24.08133333333333
2020-03-10,22.29,27.02,17.55,0.0,76.5,3.08,2020,3,1,1,9.469999999999999,0,24.077333333333335
2020-03-11,26.32,29.44,23.19,0.0,75.5,1.27,2020,3,2,1,6.25,0,23.892666666666667
2020-03-12,22.71,26.32,19.1,33.65,79.2,3.51,2020,3,3,1,7.219999999999999,1,23.886999999999997
2020-03-13,22.81,26.95,18.67,0.0,87.8,3.0,2020,3,4,1,8.279999999999998,0,23.902666666666665
2020-03-14,23.2,26.16,20.23,0.0,82.5,3.83,2020,3,5,1,5.93,0,23.887999999999998
2020-03-15,23.1,26.38,19.83,0.0,79.6,14.66,2020,3,6,1,6.550000000000001,0,23.920666666666666
2020-03-16,25.94,29.32,22.56,0.0,79.3,6.0,2020,3,0,1,6.760000000000002,0,23.755666666666666
2020-03-17,23.47,26.86,20.09,0.0,83.3,3.08,2020,3,1,1,6.77,0,23.814000000000004
2020-03-18,22.17,25.93,18.41,0.0,83.7,5.53,2020,3,2,1,7.52,0,23.631333333333334
2020-03-19,24.46,28.05,20.86,0.0,84.4,4.53,2020,3,3,1,7.190000000000001,0,23.60533333333333
2020-03-20,22.03,26.27,17.8,0.0,82.4,8.63,2020,3,4,1,8.469999999999999,0,23.583666666666666
2020-03-21,22.42,25.19,19.66,0.0,77.0,11.76,2020,3,5,1,5.530000000000001,0,23.453333333333333
2020-03-22,24.48,27.12,21.83,0.0,79.1,2.38,2020,3,6,1,5.290000000000003,0,23.422000000000004
2020-03-23,25.54,29.08,22.0,0.0,90.4,9.16,2020,3,0,1,7.079999999999998,0,23.423666666666666
2020-03-24,24.4,27.33,21.47,0.0,86.1,3.06,2020,3,1,1,5.859999999999999,0,23.43766666666667
2020-03-25,21.87,25.89,17.86,19.7,83.7,2.24,2020,3,2,1,8.030000000000001,1,23.325
2020-03-26,25.25,28.26,22.23,0.0,81.1,2.96,2020,3,3,1,6.030000000000001,0,23.266333333333332
2020-03-27,23.61,26.28,20.94,0.0,90.1,5.85,2020,3,4,1,5.34,0,23.186666666666667
2020-03-28,24.21,28.8,19.61,0.0,89.0,3.4,2020,3,5,1,9.190000000000001,0,23.14666666666667
2020-03-29,25.9,30.38,21.42,0.0,83.3,2.97,2020,3,6,1,8.959999999999997,0,23.036
2020-03-30,22.26,25.73,18.79,0.0,81.7,3.42,2020,3,0,1,6.940000000000001,0,22.927666666666667
2020-03-31,23.8,28.5,19.11,0.0,84.0,3.59,2020,3,1,1,9.39,0,22.74666666666667
2020-04-01,20.11,23.55,16.67,0.0,80.8,1.34,2020,4,2,2,6.879999999999999,0,22.572999999999997
2020-04-02,22.32,25.69,18.94,0.0,79.3,2.48,2020,4,3,2,6.75,0,22.517333333333337
2020-04-03,22.81,27.09,18.54,20.87,79.2,10.22,2020,4,4,2,8.55,1,22.521666666666665
2020-04-04,22.28,26.15,18.41,14.33,85.6,4.39,2020,4,5,2,7.739999999999998,1,22.410666666666664
2020-04-05,21.35,24.2,18.5,0.0,85.6,7.32,2020,4,6,2,5.699999999999999,0,22.304333333333332
2020-04-06,22.46,25.44,19.47,0.0,81.4,3.95,2020,4,0,2,5.970000000000002,0,22.287
2020-04-07,24.26,28.98,19.54,0.0,84.3,1.99,2020,4,1,2,9.440000000000001,0,22.240333333333336
2020-04-08,21.92,26.21,17.63,0.0,77.5,2.01,2020,4,2,2,8.580000000000002,0,22.12566666666667
2020-04-09,20.53,25.3,15.76,0.0,74.4,2.12,2020,4,3,2,9.540000000000001,0,21.892999999999997
2020-04-10,23.93,28.08,19.79,0.0,83.7,1.92,2020,4,4,2,8.29,0,21.835
2020-04-11,21.51,24.82,18.2,0.0,82.2,4.84,2020,4,5,2,6.620000000000001,0,21.788999999999998
2020-04-12,19.49,23.48,15.5,0.0,84.2,4.69,2020,4,6,2,7.98,0,21.664
2020-04-13,19.95,22.67,17.22,0.0,82.3,2.01,2020,4,0,2,5.450000000000003,0,21.511000000000003
2020-04-14,17.67,20.82,14.52,6.79,82.0,3.69,2020,4,1,2,6.300000000000001,1,21.37933333333333
2020-04-15,20.73,25.47,15.98,0.0,82.7,2.98,2020,4,2,2,9.489999999999998,0,21.326333333333334
2020-04-16,21.8,24.93,18.68,0.0,81.3,5.27,2020,4,3,2,6.25,0,21.211666666666666
2020-04-17,22.3,27.3,17.31,0.0,79.6,2.65,2020,4,4,2,9.990000000000002,0,21.112666666666666
2020-04-18,21.13,25.59,16.67,0.0,79.5,6.23,2020,4,5,2,8.919999999999998,0,21.023000000000003
2020-04-19,18.84,21.37,16.3,0.0,85.3,4.93,2020,4,6,2,5.07,0,20.92866666666667
2020-04-20,21.9,25.8,17.99,0.0,84.4,4.01,2020,4,0,2,7.810000000000002,0,20.790333333333333
2020-04-21,23.08,28.06,18.1,0.0,87.1,2.66,2020,4,1,2,9.959999999999997,0,20.60233333333333
2020-04-22,22.1,26.92,17.28,0.0,74.4,4.28,2020,4,2,2,9.64,0,20.398000000000003
2020-04-23,17.42,22.41,12.43,0.0,84.5,4.72,2020,4,3,2,9.98,0,20.128333333333334
2020-04-24,20.13,23.77,16.5,0.0,80.5,1.96,2020,4,4,2,7.27,0,20.012333333333334
2020-04-25,23.87,26.79,20.95,0.0,84.5,6.22,2020,4,5,2,5.84,0,19.962666666666667
2020-04-26,19.86,23.95,15.77,0.0,78.1,4.76,2020,4,6,2,8.18,0,19.776666666666664
2020-04-27,19.62,23.79,15.45,0.0,82.1,7.06,2020,4,0,2,8.34,0,19.638333333333332
2020-04-28,21.95,26.85,17.04,0.0,81.9,1.1,2020,4,1,2,9.810000000000002,0,19.629
2020-04-29,20.67,24.6,16.73,0.0,80.6,5.29,2020,4,2,2,7.870000000000001,0,19.631333333333334
2020-04-30,20.36,22.94,17.78,0.0,79.4,3.9,2020,4,3,2,5.16,0,19.715999999999998
2020-05-01,17.14,21.84,12.43,0.0,79.7,2.9,2020,5,4,2,9.41,0,19.625333333333334
2020-05-02,19.63,22.85,16.42,0.0,74.8,4.02,2020,5,5,2,6.43,0,19.64833333333333
2020-05-03,19.98,23.64,16.31,0.0,77.3,2.67,2020,5,6,2,7.330000000000002,0,19.451666666666668
2020-05-04,18.13,20.81,15.45,0.0,75.0,3.17,2020,5,0,2,5.359999999999999,0,19.331000000000003
2020-05-05,15.71,18.46,12.96,0.0,71.2,2.71,2020,5,1,2,5.5,0,19.333000000000002
2020-05-06,16.33,19.42,13.25,0.0,73.8,2.29,2020,5,2,2,6.170000000000002,0,19.187666666666665
2020-05-07,16.17,18.82,13.51,0.0,76.5,4.2,2020,5,3,2,5.3100000000000005,0,19.016666666666666
2020-05-08,18.44,21.7,15.19,0.0,74.6,2.87,2020,5,4,2,6.51,0,18.92433333333333
2020-05-09,19.04,22.81,15.28,0.0,72.3,5.34,2020,5,5,2,7.529999999999999,0,18.904
2020-05-10,18.35,21.62,15.09,0.0,74.7,3.28,2020,5,6,2,6.530000000000001,0,18.72233333333333
2020-05-11,17.36,21.67,13.04,0.0,82.5,5.07,2020,5,0,2,8.630000000000003,0,18.626666666666665
2020-05-12,19.21,23.81,14.61,0.0,70.3,3.0,2020,5,1,2,9.2,0,18.59433333333333
2020-05-13,20.02,23.74,16.3,0.0,64.7,1.6,2020,5,2,2,7.439999999999998,0,18.574333333333335
